title,,brand,price,categories
"HOMCOM Rattan Bar Stools Set of 2, 26"" Counter Height Barstools, Boho Kitchen Island Stools with Breathable Wicker Seat and Back, Yellow",,HOMCOM,135.99,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Barstools""]"
"Disney Junior Mickey Mouse Small Plushie Donald Duck Stuffed Animal, Kids Toys for Ages 2 Up by Just Play",,Just Play,12,"[""Toys & Games"",""Stuffed Animals & Plush Toys"",""Plush Figures""]"
"LEGO Creator 3 in 1 Retro Roller Skate Building Kit, Transforms from Roller Skate Toy to Mini Skateboard to Boom Box Radio, Birthday Gift for Skaters, Cool Toy for Boys and Girls Ages 8 and Up, 31148",,LEGO,23.95,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"Threadmill 100% Cotton Sheets for Queen Size Bed - 600 Thread Count Queen Bed Sheets Set with 16” Deep Pocket - Sateen Weave 4-Piece Bedding Set with Cooling Effect, Sage Green",,Threadmill,69.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
Razer BlackWidow V3 Mini HyperSpeed 65% Wireless Mechanical Gaming Keyboard: Yellow Mechanical Switches Linear & Silent - Doubleshot ABS Keycaps - Chroma RGB - Up to 200 Hr Battery - Snap Tap,,Razer,97.01,"[""Video Games"",""PC"",""Accessories"",""Gaming Keyboards""]"
"Sijo AiryWeight Tencel Sheet Set, 100% Lyocell Derived from Eucalyptus, Buttery Soft, Architectural Digest 2022 Best Cooling Sheets Winner - 3pc - 2 Pillowcases 1 Fitted (Dove, Queen)",,Sijo,110,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
SteelSeries Aerox 3 Wireless - Holey RGB Gaming Mouse - 18K DPI TrueMove Air Optical Sensor - Ultra-Lightweight Water Resistant Design - Ghost,,SteelSeries,69.99,"[""Video Games"",""PC"",""Accessories"",""Gaming Mice""]"
"SteelSeries Arctis Nova Pro Wireless Multi-System Gaming Headset - Premium Hi-Fi Drivers - Active Noise Cancellation - Infinity Power System - Stealth Retractable Mic - PC, PS5/PS4, Switch, Mobile",,SteelSeries,309.99,"[""Video Games"",""PC"",""Accessories"",""Headsets""]"
"Yealink BH70 Dual Wireless Headset with Mic for Work, Bluetooth Headphone with Teams Certification, up to 35h Talk Time, 147g All-Day Wearing Comfort, Perfect for Open Office Home Hybrid Work, USB-A",,Yealink,110,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Headphones & Earbuds"",""Over-Ear Headphones""]"
SteelSeries Arctis Pro + GameDAC Wired Gaming Headset - Certified Hi-Res Audio - Dedicated DAC and Amp - for PS5/PS4 and PC - Black,,SteelSeries,162.95,"[""Video Games"",""Legacy Systems"",""PlayStation Systems"",""PlayStation"",""Accessories""]"
"WC Freeze Nova Pro Wireless - Cooling Gel Earpads for Steelseries Arctis Nova Pro Wireless by Wicked Cushions (Does Not Fit Pro Wired), Improved Durability, Thickness & Sound Isolation | Black",,WC,30.95,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Earpads""]"
"Bluetooth Headset, V5.2 Wireless Headset with AI Noise Cancellation Microphone, On Ear Headphones with Charging Base and Bluetooth Adapter, for Computer Home Office Call Center Zoom Skype",,PrancyBt,65.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Audio & Video Accessories"",""Computer Headsets""]"
"Remington F5 Power Series Foil Shaver, Electric Razor for Men, Cordless Rechargeable with Pop Up Trimmer, Pivot & FlexFoil Technology, Lightweight Handheld Design, Black",,Remington,49.99,"[""Beauty & Personal Care"",""Shave & Hair Removal"",""Men's"",""Electric Shavers"",""Foil Shavers""]"
"TECKNET Gaming Keyboard, USB Wired Computer Keyboard, 15-Zone RGB Illumination, IP32 Water Resistance, 25 Anti-ghosting Keys, All-Metal Panel (Whisper Quiet Gaming Switch)",,TECKNET,29.99,"[""Video Games"",""PC"",""Accessories"",""Gaming Keyboards""]"
"California Design Den 1000 Thread Count Queen Size Sheet Set, Winner Architectural Digest Best Sheet, Luxury 100% Cotton Sateen Bed Sheets, Softer Than Egyptian Cotton (White)",,California Design Den,109.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
"Remington Shortcut Pro Self-Haircut Trimmer Kit, Waterproof Cordless Electric Razor for Head, Beard, and Body, Curved Blades and 9 Trimmer Lengths, Head Shaver, 5-Minute Quick-Charge, 14-Piece Set",,Remington,47.99,"[""Beauty & Personal Care"",""Hair Care"",""Hair Cutting Tools"",""Hair Clippers & Accessories"",""Hair Clippers""]"
"Sony INZONE Buds Truly Wireless Noise Canceling Gaming Earbuds, 24 Hour Battery with Charging case, for PC, PS5, 360 Spatial Sound, 30ms Low Latency, USB-C Dongle and LE Audio (LC3), WF-G700N White",,Sony,178,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Headphones & Earbuds"",""Earbud Headphones""]"
"Feather & Stitch 500 TC Queen Size Damask Bed Sheet Set, 100% Soft Cotton Breathable Bedsheets, 18"" Deep Pockets Sateen Weave Striped Bedding Mattress Resort Hotel Luxury Décor - (Beige, Queen)",,FEATHER & STITCH NEW YORK,69.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
"Mayfair Linen Full Size Sheets Cotton - 500 Thread Count 4 PC 100% Cotton Full Size Sheet Sets, 16” Deep Pocket Full Size Sheets Set, Cooling Full Sheet Set, Luxury Hotel Sheets & Pillowcases (White)",,Mayfair Linen,44.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
"Technics Premium Hi-Fi True Wireless Bluetooth Earbuds with Advanced Noise Cancelling, 3 Device Multipoint Connectivity, Wireless Charging, Hi-Res Audio + Enhanced Calling - EAH-AZ80-K (Black)",,Technics,184.99,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Headphones & Earbuds"",""Earbud Headphones""]"
"ASUS ROG Strix Scope II 96 Wireless Gaming Keyboard, Tri-Mode Connection, Dampening Foam & Switch-Dampening Pads, Hot-Swappable Pre-lubed ROG NX Snow Switches, PBT Keycaps, RGB-Black",,ASUS,179.99,"[""Video Games"",""PC"",""Accessories"",""Gaming Keyboards""]"
"Feather & Stitch 500 TC Queen Size Damask Bed Sheet Set, 100% Soft Cotton Breathable Bedsheets, 18"" Deep Pockets Sateen Weave Striped Bedding Mattress Resort Hotel Luxury Décor - (Green, Queen)",,FEATHER & STITCH NEW YORK,69.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
"Nature's Bounty Acidophilus Probiotic, Daily Probiotic Supplement, Supports Digestive Health, Twin Pack, 100 Count (Pack of 2)",,Nature's Bounty,12.06,"[""Health & Household"",""Vitamins, Minerals & Supplements"",""Digestive Supplements"",""Probiotics"",""Acidophilus""]"
"Zak Designs Disney Frozen 2 Kids Water Bottle Set with Reusable Straws and Built in Carrying Loops, Made of Plastic, Leak-Proof Designs 16 oz, BPA-Free, 2pc Set, Elsa & Anna (Frozen 2)",,Zak Designs,19.99,"[""Sports & Outdoors"",""Sports & Outdoor Recreation Accessories"",""Sports Water Bottles""]"
"LINSY Accent Chair and Ottoman Set: Chenille Barrel Chair with Foot Rest, Mid-Century Modern Small Reading Chair Upholstered Armchair with Footrest for Living Room Bedroom Study Room Office (Ivory)",,LINSY,129.99,"[""Home & Kitchen"",""Furniture"",""Living Room Furniture"",""Chairs""]"
"Boraam Augusta Bar Height Swivel Stool, 29-Inch, Cappuccino",,Boraam,99.99,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Barstools""]"
"Alpine Corporation - 23"" Tall Outdoor Metallic Peacock Tail Spread Yard Statue – Vibrant Garden Sculpture for Patio, Lawn, or Entryway (Multicolor)",,Alpine Corporation,40.37,"[""Patio, Lawn & Garden"",""Outdoor Décor"",""Garden Sculptures & Statues"",""Outdoor Statues""]"
"Disney Pixar Cars, “Hit The Road” 46 60-inch Micro Raschel Throw – by The Northwest Company",,NORTHWEST,19.1,"[""Home & Kitchen"",""Bedding"",""Kids' Bedding"",""Blankets & Throws"",""Throws""]"
Solvang Wood Bar Stool- Brown Ale Finish,,Boraam,98.84,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Barstools""]"
"LEGO City Construction Excavator Toy - Building Toys for Boys & Girls, Ages 8+ - Functional Kids Construction Truck W/Minifigures - Gifts for Birthdays & Holidays - 60420",,LEGO,54.99,"[""Toys & Games"",""Vehicles"",""Construction Vehicles"",""Excavators""]"
"Northwest Frozen Micro Raschel Throw Blanket, 46"" x 60"", Loving Sisters",,Disney,19.15,"[""Home & Kitchen"",""Bedding"",""Kids' Bedding"",""Blankets & Throws"",""Throws""]"
Disney Mickey Mouse Feet Cell Phone Stand with Bonus Decal Sticker- Cell Phone Holder for Home/Office-Universal Desk Phone Stand Compatible with Android/iPhone and More- Red,,Disney,12.99,"[""Cell Phones & Accessories"",""Accessories"",""Stands""]"
"Boiron Hemcalm hemorrhoid Relief Tablets for Itchy Burning Pain, Swelling and discomfort, White, 60 Count",,Boiron,12.01,"[""Health & Household"",""Health Care"",""Over-the-Counter Medication"",""Pain Relievers"",""Hemorrhoid Care""]"
"BIG RED Torin Swivel Bar Stool: Padded Garage/Shop Seat with Chrome Plated Legs, Black, 28.74"" Tall, 18.5"" Diameter",,BIG RED,52.58,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Barstools""]"
"LEGO Creator 3 in 1 Wild Safari Animals, Rebuilds into 3 Different Safari Animal Figures - Giraffe Toy, Gazelle Toy or Lion Toy, Nature Toy, Building Set for Kids Ages 9 Years Old and Up, 31150",,LEGO,51.99,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"Sweetcrispy Rocking Chair Nursery, Teddy Upholstered Glider Rocker with High Backrest, Reading Chair Modern Rocking Accent Chairs Glider Recliner for Living Room, Nursery, Bedroom",,Sweetcrispy,119.98,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Gliders""]"
"LEGO City Burger Truck Toy Building Set, Fun Gift for Kids Ages 5 Plus, Burger Van and Kitchen Playset, Vendor Minifigure and Accessories, Imaginative Pretend Play for Boys and Girls, 60404",,LEGO,15.99,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
Libbey Ascent 16-Piece Tumbler and Rocks Glass Set,,Libbey,34.99,"[""Home & Kitchen"",""Kitchen & Dining"",""Dining & Entertaining"",""Glassware & Drinkware"",""Mixed Drinkware Sets""]"
"BELLEZE Modern Accent Chair for Living Room, High Back Armchair with Wooden Legs, Upholstered Wingback Chair Padded Armrest Single Sofa Club Chair for Living Room, Bedroom - Allston (Citrine Yellow)",,BELLEZE,197.99,"[""Home & Kitchen"",""Furniture"",""Living Room Furniture"",""Chairs""]"
"Lexicon Corduroy Pushback Recliner Chair Armchair Push Back Recliner, Solid Wood Frame and Metal Seat Base, Soft Single Sofa Accent Chair for Living Room/Office/Apartment, Easy Assembly, Yellow",,Lexicon,139,"[""Home & Kitchen"",""Furniture"",""Living Room Furniture"",""Chairs""]"
"Disney Junior Mickey Mouse Funhouse Roarin' Safari Dino, 4-piece Figures and Playset, Dinosaur, Kids Toys for Ages 3 Up by Just Play",,Just Play,34.99,"[""Toys & Games"",""Toy Figures & Playsets"",""Playsets""]"
"Disney Mickey Mouse and Minnie Mouse Mismatched Stud Earrings Silver Plated, Officially Licensed",,Jacmel,19.99,"[""Clothing, Shoes & Jewelry"",""Girls"",""Jewelry"",""Earrings"",""Stud""]"
"Simple Modern Disney Frozen Anna and Elsa Kids Water Bottle with Straw Lid | Reusable Insulated Stainless Steel Cup for Girls, School | Summit Collection | 14oz, Anna and Elsa",,Simple Modern,19.99,"[""Home & Kitchen"",""Kitchen & Dining"",""Storage & Organization"",""Thermoses"",""Insulated Beverage Containers"",""Thermoses""]"
"LEGO Harry Potter Flying Ford Anglia, Buildable Car Toy with 2 Minifigures for Role Play, Fantasy Playset for Kids, Harry Potter Car, Gift for Boys, Girls and Any Fan Ages 7 and Up, 76424",,LEGO,14.97,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"Yaheetech Bar Stools Set of 2, PU Leather Swivel Adjustable Barstools with Shell Back, Bar Chairs with Foma Padded for Home, Kitchen, Light Grey",,Yaheetech,94.99,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Barstools""]"
"Princess Dress Up Accessories Princess Gloves, BIBUTY 7pcs Dress Up Set for Toddler Girls with Princess Crown, Wand, Gloves, Necklace, Earrings, Bracelet and Ring, Costume Toys for 3-6 yr Little Girls",,BIBUTY,8.99,"[""Toys & Games"",""Dress Up & Pretend Play"",""Dress-Up Accessories""]"
"LEGO City Spaceship and Asteroid Discovery Toy Building Set, Gift for Kids Ages 4 Years Old and Up who Love Pretend Play, Includes 2 Space Crew Minifigures, Alien, Crystals, and Crane Toy, 60429",,LEGO,15.99,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"Dr. Frederick's Original Donut Pillow - 18"" Inflatable Donut Cushion for Tailbone Pain Relief - Seat Cushion for Hemorrhoids, Bed Sores, Prostatitis - Portable for Travel, Home, Office, & Car",,Dr. Frederick's Original,16.49,"[""Health & Household"",""Health Care"",""Over-the-Counter Medication"",""Pain Relievers"",""Hemorrhoid Care""]"
"Simple Modern Disney Mickey Mouse Kids Water Bottle Plastic BPA-Free Tritan Cup with Leak Proof Straw Lid | Reusable and Durable for Toddlers, Boys | Summit Collection | 12oz, Mickey Mouse Retro",,Simple Modern,13.99,"[""Baby Products"",""Feeding"",""Solid Feeding"",""Cups""]"
"Mattel Disney Frozen Dolls & Doll House, Ultimate Arendelle Adventure Portable Castle (2+ ft) with 3 Fashion Dolls, Olaf Figure & 25+ Accessories (Amazon Exclusive)",,Mattel,99.99,"[""Toys & Games"",""Dolls & Accessories"",""Playsets""]"
Yaheetech Corduroy Recliner Chair Single Sofa Home Theater Seating Adjustable Modern Reclining Chair for Living Room Bedroom Home Theater Beige,,Yaheetech,149.99,"[""Home & Kitchen"",""Furniture"",""Living Room Furniture"",""Chairs""]"
Loperamide HCL 2mg Caplet | Anti-diarrheal Medication | Diarrhea Relief | Blister Pack | USA Manufactured | 24 Caplets,,Heartland Pharma,3.79,"[""Health & Household"",""Health Care"",""Over-the-Counter Medication"",""Digestion & Nausea"",""Diarrhea Relief""]"
"LEGO Marvel Spider-Man Mech vs. Anti-Venom Building Toy Set - Spider-Man Toy for Kids, Boys and Girls, Ages 6+ - Buildable Action Figure - Superhero Gift for Birthday - 76308",,LEGO,14.97,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"VINGLI Accent Chairs Set of 2 Living Room Chairs Light Brown Reading Chair for Bedroom Scooped Arm Chair Mid Century Modern Accent Chairs Upholstered Comfy Chair for Apartment, Waiting Room",,VINGLI,303.99,"[""Home & Kitchen"",""Furniture"",""Living Room Furniture"",""Chairs""]"
"eKids Disney Frozen Walkie Talkies for Kids, Long Range Two Way Radios Designed for Fans of Frozen Toys",,eKids,24.99,"[""Toys & Games"",""Kids' Electronics"",""Walkie Talkies""]"
Princess Costume for Girls Halloween Dress Snow Cosplay Christmas Birthday Party Dress Up Outfit Blue,,knemmy,26.99,"[""Clothing, Shoes & Jewelry"",""Costumes & Accessories"",""Kids & Baby"",""Girls"",""Costumes""]"
"LEGO Creator 3 in 1 Flatbed Truck with Helicopter Toy, Transforms from Flatbed Truck Toy to Propeller Plane to Hot Rod and SUV Car Toys, Gift Idea for Boys and Girls Ages 7 Years Old and Up, 31146",,LEGO,15.99,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"Leopard Bar Stools, Modern PU Leather Adjustable Swivel Bar Stool with Back, Set of 2 (Black)",,Leopard Outdoor Products,119.99,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Barstools""]"
"Top Trumps Match Game Marvel Heroes - Family Board Games for Kids and Adults - Matching Game and Memory Game - Fun Two Player Kids Games - Memories and Learning, Board Games for Kids 4 and up",,Top Trumps USA,18.99,"[""Toys & Games"",""Games & Accessories"",""Board Games""]"
"LEGO City Race Car and Car Carrier Truck Toy Playset, Vehicle Transporter with Adjustable Loading Ramp and Race Car Toy, Racer and Driver Minifigures, Fun Gift for Kids Ages 6 and Up, 60406",,LEGO,23.99,"[""Toys & Games"",""Vehicles"",""Trucks""]"
"VASAGLE Bar Stools Set of 2, Bar Height Barstools with Back, 28.7 Inches Counter Stools Bar Chairs with Backrest, Steel Frame, Easy Assembly, Bar Stools for Dining Kitchen Bar, Rustic Brown and Black",,VASAGLE,79.98,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Barstools""]"
"HerZii Prints Frozen Wall Art Decor - Watercolor Poster - Birthday Party Supplies & Bedroom Decor For Girls - Anna, Olaf, Kristoff, Elsa Party Decorations (8x10 UNFRAMED)",,HerZii Prints,11.99,"[""Home & Kitchen"",""Wall Art"",""Posters & Prints""]"
"DREAME X40 Ultra Robotic Vacuum with Removable & Liftable Mop, 12,000Pa Suction, Side Brush Extensive Cleaning, 158°F Mop & Washboard Self Cleaning, Auto-Empty, Auto Refill, liftable Brushes",,DREAME,1499.99,"[""Home & Kitchen"",""Vacuums & Floor Care"",""Vacuums"",""Robotic Vacuums""]"
"Mattel Disney and Pixar Toy Story Launching Lasso Action Figure & Accessories Set with 12-inch Jessie Collectible Toy, 'Rope' Launcher, Lasso & Snake",,Mattel,12.89,"[""Toys & Games"",""Toy Figures & Playsets"",""Action Figures""]"
"Simply Kids Bike Helmet with DIY Stickers, CPSC & CE Certified - Toddler Helmet for Skateboard Roller-Skating Bicycle Scooter",,Simply Kids,29.99,"[""Sports & Outdoors"",""Sports"",""Cycling"",""Kids' Bikes & Accessories"",""Kids' Helmets""]"
"LEGO Creator 3 in 1 Retro Camera Toy, Transforms from Toy Camera to Retro Video Camera to Retro TV Set, Photography Gift for Boys and Girls Ages 8 Years Old and Up Who Enjoy Creative Play, 31147",,LEGO,15.95,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"DUMOS Criss Cross Chair Legged Office Wide Comfy Desk Seat, No Wheels Armless Computer Task Seating, Swivel Vanity Home Height Adjustable",,DUMOS,59.86,"[""Home & Kitchen"",""Furniture"",""Home Office Furniture"",""Home Office Chairs"",""Home Office Desk Chairs""]"
"PJ Wood Classic Round Seat 29 Inch Tall Kitchen Counter Bar Stools with 4 Square Legs for Homes, Dining Spaces, and Bars, Black (2 Pack)",,PJ Wood,76.99,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Barstools""]"
"Little Kids Disney Frozen Elsa Light and Sound Musical Bubble Wand, Includes Bubble Solution (20513)",,Little Kids Inc,13.85,"[""Toys & Games"",""Sports & Outdoor Play"",""Bubbles"",""Bubble Makers""]"
"Odyssey Elixir Cognition + Sustainable Energy - Lion's Mane, Cordyceps, L Theanine, Ginseng & 85mg Green Tea Caffeine - 0 Added Sugar - No Jitters or Crash - Passion Fruit Orange Guava - 12 oz, 12 Pk",,ODYSSEY ELIXIR,35.95,"[""Grocery & Gourmet Food"",""Beverages"",""Bottled Beverages, Water & Drink Mixes"",""Energy Drinks""]"
"JOYIN Cartoon Cars, Soft Rubber Toy Car Set, Mini Vehicles, Bath Toy Car for Toddlers, Gift for Boys and Girls Christmas Birthday, Summer Beach and Pool Activity, Party Favors for Kids",,JOYIN INC,21.99,"[""Toys & Games"",""Vehicles"",""Cars & Race Cars""]"
"Jay Franco Disney Pixar Lightning McQueen Full Size Sheet Set, Cars 95",,Jay Franco,27.98,"[""Home & Kitchen"",""Bedding"",""Kids' Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
"LEGO Friends Botanical Garden Building Toy Set, A Creative Project for Ages 12+, Build and Display a Detailed Greenhouse Scene, A Gift for Kids and Teens Who Love Flowers and Plants, 41757",,LEGO,79.99,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"Imodium Multi-Symptom Relief Caplets with Loperamide Hydrochloride and Simethicone, Anti-Diarrheal Medicine for Treatment of Diarrhea, Gas, Bloating, Cramps & Pressure, 24 ct.",,Imodium,14.28,"[""Health & Household"",""Health Care"",""Over-the-Counter Medication"",""Digestion & Nausea"",""Diarrhea Relief""]"
"Cheez-It Cheese Crackers, Baked Snack Crackers, Lunch Snacks, Family Size, Variety Pack (3 Boxes)",,Cheez-It,23.8,"[""Grocery & Gourmet Food"",""Snacks & Sweets"",""Snack Foods"",""Crackers"",""Assortments & Samplers""]"
"Zak Designs Disney Frozen 2 Kids Dinnerware Set 3 Pieces, Durable and Sustainable Melamine Bamboo Plate, Bowl, and Tumbler are Perfect For Dinner Time With Family (Anna, Elsa, Olaf)",,Zak Designs,18.79,"[""Baby Products"",""Feeding"",""Solid Feeding"",""Dishes"",""Plates""]"
"CoolComfort Personal Cleansing Pads with Organic Witch Hazel and Aloe Vera - All-Natural and Fast Acting Wipes for Hemorrhoid Burning, Itching, Pain and Swelling - 100 Pads - No Parabens",,Naticura,16.99,"[""Health & Household"",""Health Care"",""Over-the-Counter Medication"",""Pain Relievers"",""Hemorrhoid Care""]"
M SANMERSEN 2 Pack 360° Rotating Monster Truck Toys for 3-5 Year Old Boys and Girls - Toddler Car Toys Gifts,,M SANMERSEN,14.99,"[""Toys & Games"",""Vehicles"",""Cars & Race Cars""]"
"Citracal Slow Release 1200, 1200 mg Calcium Citrate and Calcium Carbonate with 25 mcg (1000 IU) Vitamin D3, Bone Health Support, Calcium Supplement for Ages 12+, Take Once Daily Caplet, 185 Count",,CITRACAL,23.73,"[""Health & Household"",""Vitamins, Minerals & Supplements"",""Minerals"",""Calcium""]"
"THERMOS FUNTAINER Water Bottle with Straw - 12 Ounce - Kids Stainless Steel Vacuum Insulated Water Bottle with Lid, Frozen 2",,THERMOS,17.99,"[""Home & Kitchen"",""Kitchen & Dining"",""Storage & Organization"",""Thermoses"",""Insulated Beverage Containers"",""Thermoses""]"
"Lip Smacker Marvel, keychain, lip balm for kids - Spiderman",,Lip Smacker,5.94,"[""Beauty & Personal Care"",""Skin Care"",""Lip Care"",""Balms & Moisturizers""]"
"Lexibook Disney Frozen 2 - Educational and Bilingual Laptop Spanish/English - Girls Toy with 124 Activities to Learn, Play Games and Music with Elsa & Anna - Blue/Purple, JC598FZi2",,Lexibook,44.99,"[""Toys & Games"",""Learning & Education"",""Electronic Learning Toys"",""Learning Systems""]"
"BIC 4-Color Marvel's Avengers Edition Retractable Ball Pens, Medium Point (1.0mm), 3-Count Pack, Retractable Ball Pen With Long-Lasting Ink",,BIC,11.58,"[""Office Products"",""Office & School Supplies"",""Writing & Correction Supplies"",""Pens & Refills"",""Ballpoint Pens""]"
"LEGO Speed Champions 2 Fast 2 Furious Nissan Skyline GT-R (R34), Race Car Toy Model Building Kit, Collectible with Racer Minifigure, 2023 Set for Kids, Boys and Girls Ages 9 and Up 76917",,LEGO,19.99,"[""Toys & Games"",""Building Toys"",""Building Sets""]"
"MAXYOYO Giant Bean Bag Chair, Oversized Bean Bag Couch for Adults and Kids, Faux Fur Shell-Shaped Large Bean Bag Chair with Filler, Stuffed Big Accent Sofa Chair Floor Sofa for Gaming, Reading, Beige",,MAXYOYO,189.99,"[""Home & Kitchen"",""Furniture"",""Living Room Furniture"",""Bean Bags, Covers & Refills"",""Bean Bags""]"
"THERMOS FUNTAINER Water Bottle with Straw - 12 Ounce - Kids Stainless Steel Vacuum Insulated Water Bottle with Lid, Mickey Mouse",,THERMOS,17.99,"[""Home & Kitchen"",""Kitchen & Dining"",""Storage & Organization"",""Thermoses"",""Insulated Beverage Containers"",""Thermoses""]"
WATINC 35Pcs Body Parts Learning Felt Story Board Set Preschool Human Organ Educational Teaching Storytelling Early Learning Interactive Play Kit Wall Hanging Gift for Toddlers Kids 41 x 30 Inch,,WATINC,15.99,"[""Toys & Games"",""Arts & Crafts"",""Craft Kits"",""Felt Kits""]"
"360°Swivel Accent Chairs, Mid-Century Modern Upholstered Chairs with Metal Base and Lumbar Pillow for Living Room, Bedroom, Home Office, 300 lbs Capacity,Beige,2pcs",,MALOL,324.35,"[""Home & Kitchen"",""Furniture"",""Living Room Furniture"",""Chairs""]"
"Redragon K580 VATA RGB LED Backlit Mechanical Gaming Keyboard with Macro Keys & Dedicated Media Controls, Hot-Swappable Socket, Onboard Macro Recording (Blue Switches)",,Redragon,69.99,"[""Video Games"",""PC"",""Accessories"",""Gaming Keyboards""]"
"SteelSeries Rival 3 Gaming Mouse - 8,500 CPI TrueMove Core Optical Sensor - 6 Programmable Buttons - Split Trigger Buttons - Brilliant Prism RGB Lighting, Ergonomic, Black",,SteelSeries,20.99,"[""Video Games"",""PC"",""Accessories"",""Gaming Mice""]"
"WC Freeze Nova Pro Wireless - Cooling Gel Earpads for Steelseries Arctis Nova Pro Wireless by Wicked Cushions (Does Not Fit Pro Wired), Improved Durability, Thickness & Sound Isolation | 90's Black",,WC,33.95,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Earpads""]"
"SteelSeries Arctis 1 Wired Gaming Headset – Detachable ClearCast Microphone – Lightweight Steel-Reinforced Headband – For Xbox, PC, PS5, PS4, Nintendo Switch, Mobile",,SteelSeries,41.93,"[""Video Games"",""PC"",""Accessories"",""Headsets""]"
"Feather & Stitch Softest 100% Cotton Sheets, 300 Thread Count Percale Weave Bedding, 16"" Deep Pocket, Cooling Sheets, Breathable Bed Set, Hotel Premium Quality (Queen, White)",,FEATHER & STITCH NEW YORK,47.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
"SteelSeries Rival 650 Quantum Wireless Gaming Mouse - Rapid Charging, 12,000 Cpi Dual Sensor, 256 Weight Configs, 8 Zone RGB Lighting",,SteelSeries,67.99,"[""Video Games"",""PC"",""Accessories"",""Gaming Mice""]"
"SteelSeries Arctis Nova 1P Multi-System Gaming Headset — Hi-Fi Drivers — 360° Spatial Audio — Comfort Design — Durable — Lightweight — Noise-Cancelling Mic — PS5/PS4, PC, Xbox, Switch - White",,SteelSeries,49.99,"[""Video Games"",""PlayStation 5"",""Accessories"",""Gaming Headsets""]"
"SteelSeries Arctis 1 Wireless Gaming Headset – USB-C Wireless – Detachable ClearCast Microphone – For Nintendo Switch, PS4/PS5, PC, Android – Black",,SteelSeries,89.99,"[""Video Games"",""Nintendo Switch"",""Accessories""]"
"HyperX Cloud III – Wired Gaming Headset, PC, PS5, Xbox Series X|S, Angled 53mm Drivers, DTS Spatial Audio, Memory Foam, Durable Frame, Ultra-Clear 10mm Mic, USB-C, USB-A, 3.5mm – Black/Red",,HyperX,64.79,"[""Video Games"",""PC"",""Accessories"",""Headsets""]"
"California Design Den Queen Size Sheet Set, 600 Thread Count 100% Cotton Sheets, Luxury Deep Pocket Queen Sheets Cotton Sateen, Hotel-Quality Queen Sheet Set - White Sheets",,California Design Den,64.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
"RUVANTI 100% Organic Cotton Sheets Queen Size Bed Set, 4 PC Cotton Queen Sheet Set, Soft & Breathable Crispy Percale Weave, Deep Pocket Queen Sheets, Hotel Quality Bed Sheets Queen Size -Daisy Bud",,RUVANTI,39.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
